Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
"Udah nungguin berbulan bulan ternyata 😮‍💨 datanya bengkak, harusnya kalau baru awal rilis data nya sedikit dulu, lama lama update kan makin gede, ini malah langsung 17 GB, itu aja baru data awal, gak kebayang kalau udah update lagi, bakal sebesar apa datanya, mohon pengertiannya developer",tunggu bulan data bengkak rilis data update gede gb data bayang update data erti developer,Negative,Negative
"Kenapa loading screen nya lama padahal internet saya bagus, Udah hampir satu jam saya menunggu lebih untuk masuk game nya namun gak bisa bisa",loading screen internet bagus jam tunggu,Negative,Negative
"The gameplay is kinda boring for me especially when you exploring the tv, i just dont get it why you guys think that will works good, the size is too big for game like this...just not my cup of tea",the gameplay is kinda boring for me especially when you exploring the tv just dont get why you guys think that will works good the size is too big for like thisjust not my cup of tea,Positive,Negative
"I like this game a lot.. But please bring bang tvvmode int he story , it make the story more variable and mor fun to play , right now it's only about fighting mobs, fighting again, and fighting again.. If this continue for a long period, it will make the okayers who already love this game goes burnout",like this lot but please bring abang tvvmode int he story pakai the story more variable and mor fun play right now its only about fighting mobs fighting again and fighting again if this continue for long period will pakai the okayers who already love this goes burnout,Positive,Negative
Buset gw kira game ringan ternyata 17 gb coy,buset ringan gb coy,Negative,Negative
nyesel ga main dari 1.0🥲,sesal,Negative,Negative
sering close sendiri (device:rog phone 3),close devicerog phone,Negative,Negative
"Pls hoyo,ak udh muak,hilangkan semua yang berbau jomok☹️",pls hoyoak muakhilangkan bau jomok,Negative,Negative
Woi kasih fitur rate off atau gak kek di game kakak lu tuh biar tau rate on atau gak nya gw dah cape cape ngumpulin roll gacha udah 90 tau nya Rate off tau gak capek oi. Saran saya ya dev kek genshin dan hsr di pity 50 atau gak 60 pasti dapat b5 atau S rank di saat rate off. Menang rate off atau gak nya jangan jadi kikir lah cukup genshin yang kikir. Di saat pity 50 atau gak 60 belum dapat berati berhak dapat S Rank limited,woi kasih fitur rate off kakak tuh biar tau rate on deh capek capek ngumpulin roll gacha tau rate off tau capek oi saran dev genshin hsr pity rank rate off menang rate off kikir genshin kikir pity hak rank limited,Negative,Negative
"Sempet ngefrezee dan force close juga saat main dan buka gacha, setelah update os main udah lancar gk ada masalah sama sekali",ngefrezee force close buka gacha update os lancar,Negative,Negative
WOY BENERIN SERVER BUSUK LU PING KUNING MULU,woy benerin server busuk ping kuning mulu,Negative,Negative
"Gachanya Busuq game pelit, Big L",gachanya busuq pelit big,Negative,Negative
full hitam ges awoakwok,full hitam ges awoakwok,Negative,Negative
Yuzuha cantik banget,yuzuha cantik,Negative,Negative
kalah 50/50 dpt koleda sma sgnya😡😭,kalah koleda sgnya,Negative,Negative
"Sangat Fun, Setiap update selalu memberikan optimasi yang baik, sangat cocok untuk saya, Good Job Hoyo",fun update optimasi cocok good job hoyo,Negative,Negative
"Hi developer, I want to ask why after the 1st anniversary update, there are so many bugs in this update? I have tried updating and Re-download on Play Store but still having problems, what's going on?",hi developer want ask why after the st anniversary update there are sok many bugs this update have tried updating and redownload on play store but still having problems whats going on,Negative,Negative
Gachanya ampas selalu dapet pity besar trus gak pernah hoki main ni game,gachanya ampas pity hoki,Negative,Negative
"Game nya bagus sih sebenernya, cuma org org ini aja device jelek terus nyalahin dev nya. Situ mau ngelawak apa gimana nih? Buat lu org yang bilang ""game nya boring lah"", "" Lebih bagusan wuwa lah"" Lebih seru wuwa lah"" heh Ini game beda tema!, jadi sesuaikan tema pembicaraan kalau mau bandingin wuwa sono bandingin sama genshin.",bagus device jelek salah dev situ lawak bilang boring bagus wuwa seru wuwa heh beda tema sesuai tema bicara banding wuwa sono banding genshin,Negative,Negative
"setiap banner kalah rate off:) mungkin lagi gak hoki aja, tapi kalo tiap banner kalah rate yah.... gimana mau bikin sign",banner kalah rate off hoki banner kalah rate bikin sign,Negative,Negative
game bagus ceritanya gampang dimengerti daripada hsr device infinix note 30 g99 juga lancar di settingan low 30 fps,bagus cerita gampang erti hsr device infinix note lancar settingan low fps,Negative,Negative
Wah ternyata Michelle sempat minta cerai dari Obama di ujung jalan Agnes Monica di la liga Spanyol liga dunia internasional liga Italia MLS,michelle cerai obama ujung jalan agnes monica liga spanyol liga dunia internasional liga italia mls,Negative,Negative
"This game is playable on Snapdragon 680, but I installed this game outside the Playstore. Please help me install it on Playstore and improve performance for Snapdragon 680.",this is playable on snapdragon but installed this outside the playstore please help me install on playstore and improve performance for snapdragon,Negative,Negative
Buged game i already try relogin 5 times but still stuck 😡,buged already try relogin times but still stuck,Negative,Negative
4NO banget Ketagihan choli,no tagih choli,Negative,Negative
"Game nya bagus, tapi entah kenapa setelah saya instal semua data game yang di perlukan seluruh tekstur map semua nya jadi berwarna hitam sedangkan character nya tidak, apakah ada solusi nya?",bagus instal data perlu tekstur map warna hitam character solusi,Positive,Negative
"zenles zone zero bagus gameplay karakter dan yang lain tapi dari segi gacha sama reward event, bansos game kurang gacha re off mulu tapi gakpapa aku tetep cinta game ini",zenles zone zero bagus gameplay karakter segi gacha reward event bansos gacha re off mulu apa cinta,Negative,Negative
Di Quest Prajurit berhati silver 2 Rest 4 bug berupa tembus tembok bug glict tidak bisa melanjutkan qust tersebut.Saya pakek hp Poco F5,quest prajurit hati silver rest bug tembus tembok bug glict lanjut qust tersebutsaya pakai hp poco,Negative,Negative
"etdah, ini game force close mulu padahal gua pas main kagak ngelag sama sekali, force clowe nya itu pas du loading, kadang stuck di 75,46% abis itu keluar sendiri, hp gua infinix note 40",etdah force close mulu gua pas kagak ngelag force clowe pas du loading kadang stuck habis hp gua infinix note,Negative,Negative
Game ini sangat bagus grafik nya sangat bagus tetapi tolong buat developer untuk lebih manusiawi gacha agennya ya dan hadiah event-event yang ada di game ini,bagus grafik bagus tolong developer manusiawi gacha agen hadiah eventevent,Negative,Negative
"buh frame nya sering freeze parah banget, menggangu gameplay, tolong lah hoyo",buh frame freeze parah menggangu gameplay tolong hoyo,Negative,Negative
Busuk amat coy ghaca di zzz. Pasti 5 pity terakhir terus dpt nya,busuk coy ghaca pity,Negative,Negative
game sampah hard pity terus,sampah hard pity,Negative,Negative
"Padahal dah ada jaminan dapat karakter Rank S di bannernya, bisa-bisanya kena Rate Off. Kubenci sistem gacha macam tu, 3 bintang yg ane kasih tuh buat Miyabi, Yanagi, dan Anby gk buat lo Hoyoverse.",deh jamin karakter rank bannernya bisabisanya rate off benci sistem gacha bintang ane kasih tuh miyabi yanagi anby lo hoyoverse,Negative,Negative
"BUKAN UNTUK HP KENTANG, DAH TAU KENTANG MAKSA NGASIH RATING B 1,",hp kentang deh tau kentang maksa asih rating,Negative,Negative
Muncul tulisan terlalu banyak masuk game,muncul tulis,Negative,Negative
Mendingan ini dari genshin,mending genshin,Negative,Negative
story : 90% adegan percakapan 10% adegan bertarung,story adegan cakap adegan tarung,Negative,Negative
tambahkan lebih banyak char laki laki,tambah char laki laki,Positive,Negative
Gue pas masuk ke game semua layar nya hitam mana udah donload berjam jam,pas layar hitam donload jam jam,Negative,Negative
"Untuk battle nya aman fps juga lancar cuman saya terkendala karna tidak ada warna untuk bangunan nya,untuk karakter dan musuh ada dan selebih nya hitam,tolong mihoyo game nya di perbaiki",battle aman fps lancar cuman kendala warna bangun nyauntuk karakter musuh lebih hitamtolong mihoyo baik,Negative,Negative
game rate off jelek gacha harus pity,rate off jelek gacha pity,Negative,Negative
"Dari beberapa game dari hoyoverse yang sudah aku pernah mainin,ZZZ ini adalah salah satu game dengan konsep yang unik dengan grafis yg bagus.untuk beberapa pemain lain yg mungkin mengeluh dengan masalah game ini,aku rasa itu bukan salah gamenya yang bermasalah sih device kalian yang kurang bagus(spesifikasi kentang). So overall game ini layak untuk di coba dan di mainkan 👌👌👌",hoyoverse maininz salah konsep unik grafis bagusuntuk main keluh iniaku salah masalah device bagusspesifikasi kentang sok overall layak coba main,Negative,Negative
Pas main kadang force close. Padahal pakai Snapdragon 8gen2,pas kadang force close pakai snapdragon gen,Negative,Negative
"Enemy glitches out which ngl is kinda funny. Events are way too long to do, esp for limited time ones. Kinda wish I could use my chars for the main story but oh well. Fun gameplay tho, highly recommend if you're bored and just want smth to do.",enemy glitches out which ngl is kinda funny events are way too long esp for limited time ones kinda wish could use my chars for the story but oh well fun gameplay tho highly recommend if youre bored and just want smth,Positive,Negative
Optimalisasi aneh suka keluar sendiri 🗿,optimalisasi aneh suka,Negative,Negative
Why so lagging on rog phone 6 ?,why sok lagging on rog phone,Negative,Negative
"gelooooo game hoyo pertama gweh, tpi ad masalah sikit, makin update kok makin berat rasanya, udh si itu aj",gelo hoyo gweh sikit update berat,Negative,Negative
"banyak hal yang bisa dikritik disini. - Rata-Rata karakter (khususnya wanita) 'selalu' dibuat seolah-olah tertarik dengan MC (Khususnya cowok), Membuatnya terasa membosankan. saya tau, game ini dikhususkan untuk org yang tidak bisa mendapatkan pasangan di dunia nyata, namun, tetap saja ini buruk. - Story di S2 seakan-akan membuat ZZZ tidak terasa sama lagi, kehilangan vibe urban-nya. - Saya sangat kesusahan mendapatkan karakter S-rank, Hard Pity + Kalah rate off, tetap hard pity meski guarantee",kritik ratarata karakter wanita seolaholah tarik mc cowok buat bosan tau khusus pasang dunia buruk story seakanakan hilang vibe urban susah karakter srank hard pity kalah rate off hard pity guarantee,Negative,Negative
Setelah update kenapa jadi sering force close ya?,update force close,Negative,Negative
"game nya bagus njir, kayak yang di repost² di platform digital 👍🏻",bagus anjir repost platform digital,Negative,Negative
This update is very annoying; the optimization has decreased significantly. I'm using Snapdragon 7gen3 and only getting 20-30fps (the game is also very choppy). This happens even on the lowest settings.,this update is very annoying the optimization has decreased significantly im using snapdragon gen and only getting fps the is also very choppy this happens even on the lowest settings,Negative,Negative
"game bagus , bansos banyak , gachanya bkin stres (soft pity mlu jir, mana kalah 4 in a row)",bagus bansos gachanya bikin stres soft pity melulu jir kalah row,Negative,Negative
gacha dengan rate paling jelek di game hoyotod,gacha rate jelek hoyotod,Negative,Negative
"GAME KESAYANGAN AKU, THANKS FOR HOYOVERSE UDH NYIPTAIN GAME SEPERTI INI",sayang thanks for hoyoverse nyiptain,Positive,Negative
"Keren si ni game dari gameplay grafis cocok buat gw aplgi musik di game ini bener bener keren ga kalah jauh dah dibandingkan game kakaknya, aplgi sistem gacha yg di permudah yg bisa nampilin pity ga kek di game kakaknya keren dh pokoknya semoga ni game banyak update yg lebih baik dr versi skrng kdng ada bug yg sangat menganggu",keren gameplay grafis cocok musik keren kalah deh banding kakak sistem gacha mudah nampilin pity kakak keren dah pokok moga update versi kadang bug menganggu,Negative,Negative
optimasi yg jelek game nya gabisa berjalan lancar padal aku main GI maupun wuwa rata kanan no shuttering dan stabill ini di zzz rata kiri pun nge freeze kadang,optimasi jelek jalan lancar padal gi wuwa rata kanan no shuttering stabill rata kiri nge freeze kadang,Negative,Negative
Jujur apdetan 2.0 gamenya tambah berat sebelum apdet aku main lancar lancar aja jujur setelah apdet 2.0 asli udah mentok rata kiri sedangkan akubmaen genshin belum sepenuhnya rata kiri lancar lancar aja lah ini aslinya tolong di benerin klo hoyover kesusahan nyari masalahnya dimana menurut aku itu mini map-nya hilangin aja ganggu banget sebelum ada itu lancar sekarang jadi drop bnget sementara rating b1,jujur apdetan berat apdet lancar lancar jujur apdet asli mentok rata kiri akubmaen genshin sepenuh rata kiri lancar lancar asli tolong benerin hoyover susah cari mana mini map hilang ganggu lancar drop rating,Negative,Negative
"Gamenya emang lebih kecil dari genshin but At its cost, gamenya nyediain pergelutan yang detail dan presisi sampai sampai hp android 11 keatas pun masih suka frame drop karena kesulitan buat ngerender partikelnya",genshin but at its cost nyediain gelut detail presisi hp android atas suka frame drop sulit ngerender partikel,Negative,Negative
"kecewa berat sm zzz buat desain baju milady. Ujung-ujungnya pamer dada & paha, sengaja banget dibikin montok, smua female char juga sama aja, aku muak lama kelamaan dan puncaknya hari ini juga krn desain milady yg aku harapkan bakal berwibawa malah kek— damn bro you can do peak design like miyabi, arlechino, all ruined my expectations :((((",kecewa berat desain baju milady ujungujungnya pamer dada paha sengaja bikin montok female char muak puncak desain milady harap wibawa damn bro you can peak design like miyabi arlechino all ruined my expectations,Negative,Negative
Untuk pihak dev tolong dong unduhan nya di bagi dulu kalau langsung semua kouta gk cukup karena nyampe 10000gb,dev tolong unduh kouta gb,Negative,Negative
jir udah kompetebel mudah mudahan ga leg patah,jir kompetebel mudah mudah leg patah,Negative,Negative
"lama² merasa membosankan, jujur... gacha juga selalu ampas.",bosan jujur gacha ampas,Negative,Negative
"buat keseluruhan suka² aja, cuma 1 doang yg bikin males main ini game , kebanyakan di mode tv nya daripada scene2 fight jd kerasa boring",suka doang bikin malas banyak mode tv scene fight rasa boring,Negative,Negative
gamenya seru storynya absolut cinema tapi semenjak update 2.0 gak tau kenapa laut nya jadi hitam dan efek dari elemen ice juga jadi hitam tolong diperbaiki bug hitam nya hoyo,seru storynya absolut cema semenjak update tau laut hitam efek elemen ice hitam tolong baik bug hitam hoyo,Negative,Negative
tolong perbaiki di ROG phone ZS600KL Blank Hitam..,tolong baik rog phone zskl blank hitam,Negative,Negative
"overall bagus, dari berbagai jenis game gacha, cm ini yg bisa bikin setiap elemen game tetep balance, grafik oke banget. cmn di update terbaru pas loading tp dll lumayan lama nunggunya, mungkin karena device juga yang low-mid. teruskan developer, kalo bisa bansosnya seringin yak hehe😹",overall bagus jenis gacha bikin elemen balance grafik oke cuman update baru pas loading dll lumayan nunggunya device lowmid terus developer bansosnya ringin hehe,Negative,Negative
It have to better performance for android to,have better performance for android,Negative,Negative
Kebiasa aan game hoyoverse buat event kek anak Sd di suruh ngehitung bamboo lah Pasang puzzel domino Fitur skip nya gk bisa di pake di semua dialog tv nya bikin ngantuk,biasa aan hoyoverse event anak sd suruh ngehitung bamboo pasang puzzel domino fitur skip pakai dialog tv bikin ngantuk,Negative,Negative
PLEASE ADD 45 FPS 🙏,please fps,Negative,Negative
game asu udh di download semua malah ngelag,asu download ngelag,Negative,Negative
"Cara mainnya enak, story lumayan, ekspresi on point karakter bagus bagus!!!",main story lumayan ekspresi on point karakter bagus bagus,Positive,Negative
"Yg ngasih comment jelek, coba cari info spek hp utk game ini & klo hp kalian tdk memadai gak usah di install, & utk bisa di mainin baru tgl 4 pukul 9 klo gak salah",asih comment jelek coba cari info spek hp hp pada install mainin tanggal salah,Negative,Negative
"setelah update 2.0 game freeze saat loading, frame drop, dan stuck",update freeze loading frame drop stuck,Negative,Negative
Tv nya bikin mual,tv bikin mual,Negative,Negative
Knp saat saya masuk game pas loading saat pembuatan akun mengalami crash seperti layar menjadi hitam secepatnya di perbaiki saya tidak dapet login 🙏🙏,pas loading buat akun alami crash layar hitam cepat baik login,Negative,Negative
Tolong banget kalau ngepull agen limited tolong rate nya di kasi tinggi la atu di jamin dapat kalau cuma 50% kan kasian buat player gratis kalau dah di pull tapi kalau Rate.oke makasi,tolong ngepull agen limited tolong rate kasih tinggi jamin kasihan player gratis deh pull rateoke terima kasih,Negative,Negative
Gamenya Agak Sedikit Lag Walaupun Sudah Di turunin Semua Grafiknya,lag turunin grafik,Negative,Negative
"Apaan Game nya ini saya sering sekali FC(Force close) setiap main game ini, hmm dasar bikin gak mood main aja, iya iya gw tau hp gw kentang TPI kan gw juga pengen ngerasain main game ini",fcforce close hmm dasar bikin mood iya iya tau hp kentang pengin rasai,Negative,Negative
"Belum sempat main, pas liat download patch pertamanya udah 18.5GB, langsung ku-uninstal 😅",pas download patch pertama gb kuuninstal,Negative,Negative
